ABC
ABC ACD
ABD BCD
ABC ACD ADE
ABC ACE CDE
ABD ADE BCD
ABE BCD BDE
ABE BCE CDE
ABC ACD ADE AEF
ABC ACD ADF DEF
ABC ACE AEF CDE
ABC ACF CDE CEF
ABC ACF CDF DEF
ABD ADE AEF BCD
ABD ADF BCD DEF
ABE AEF BCD BDE
ABE AEF BCE CDE
ABF BCD BDE BEF
ABF BCD BDF DEF
ABF BCE BEF CDE
ABF BCF CDE CEF
ABF BCF CDF DEF
ABC ACD ADE AEF AFG
ABC ACD ADE AEG EFG
ABC ACD ADF AFG DEF
ABC ACD ADG DEF DFG
ABC ACD ADG DEG EFG
ABC ACE AEF AFG CDE
ABC ACE AEG CDE EFG
ABC ACF AFG CDE CEF
ABC ACF AFG CDF DEF
ABC ACG CDE CEF CFG
ABC ACG CDE CEG EFG
ABC ACG CDF CFG DEF
ABC ACG CDG DEF DFG
ABC ACG CDG DEG EFG
ABD ADE AEF AFG BCD
ABD ADE AEG BCD EFG
ABD ADF AFG BCD DEF
ABD ADG BCD DEF DFG
ABD ADG BCD DEG EFG
ABE AEF AFG BCD BDE
ABE AEF AFG BCE CDE
ABE AEG BCD BDE EFG
ABE AEG BCE CDE EFG
ABF AFG BCD BDE BEF
ABF AFG BCD BDF DEF
ABF AFG BCE BEF CDE
ABF AFG BCF CDE CEF
ABF AFG BCF CDF DEF
ABG BCD BDE BEF BFG
ABG BCD BDE BEG EFG
ABG BCD BDF BFG DEF
ABG BCD BDG DEF DFG
ABG BCD BDG DEG EFG
ABG BCE BEF BFG CDE
ABG BCE BEG CDE EFG
ABG BCF BFG CDE CEF
ABG BCF BFG CDF DEF
ABG BCG CDE CEF CFG
ABG BCG CDE CEG EFG
ABG BCG CDF CFG DEF
ABG BCG CDG DEF DFG
ABG BCG CDG DEG EFG
ABI AIJ BCI CDF CFG CGH CHI DEF
ABI AIJ BCI CDF CFG CGI DEF GHI
ABI AIJ BCI CDF CFH CHI DEF FGH
ABI AIJ BCI CDF CFI DEF FGH FHI
ABI AIJ BCI CDF CFI DEF FGI GHI
ABI AIJ BCI CDG CGH CHI DEF DFG
ABI AIJ BCI CDG CGH CHI DEG EFG
ABI AIJ BCI CDG CGI DEF DFG GHI
ABI AIJ BCI CDG CGI DEG EFG GHI
ABI AIJ BCI CDH CHI DEF DFG DGH
ABI AIJ BCI CDH CHI DEF DFH FGH
ABI AIJ BCI CDH CHI DEG DGH EFG
ABI AIJ BCI CDH CHI DEH EFG EGH
ABI AIJ BCI CDH CHI DEH EFH FGH
ABI AIJ BCI CDI DEF DFG DGH DHI
ABI AIJ BCI CDI DEF DFG DGI GHI
ABI AIJ BCI CDI DEF DFH DHI FGH
ABI AIJ BCI CDI DEF DFI FGH FHI
ABI AIJ BCI CDI DEF DFI FGI GHI
ABI AIJ BCI CDI DEG DGH DHI EFG
ABI AIJ BCI CDI DEG DGI EFG GHI
ABI AIJ BCI CDI DEH DHI EFG EGH
ABI AIJ BCI CDI DEH DHI EFH FGH
ABI AIJ BCI CDI DEI EFG EGH EHI
ABI AIJ BCI CDI DEI EFG EGI GHI
ABI AIJ BCI CDI DEI EFH EHI FGH
ABI AIJ BCI CDI DEI EFI FGH FHI
ABI AIJ BCI CDI DEI EFI FGI GHI
ABJ BCD BDE BEF BFG BGH BHI BIJ
ABJ BCD BDE BEF BFG BGH BHJ HIJ
ABJ BCD BDE BEF BFG BGI BIJ GHI
ABJ BCD BDE BEF BFG BGJ GHI GIJ
ABJ BCD BDE BEF BFG BGJ GHJ HIJ
ABJ BCD BDE BEF BFH BHI BIJ FGH
ABJ BCD BDE BEF BFH BHJ FGH HIJ
ABJ BCD BDE BEF BFI BIJ FGH FHI
ABJ BCD BDE BEF BFI BIJ FGI GHI
ABJ BCD BDE BEF BFJ FGH FHI FIJ
ABJ BCD BDE BEF BFJ FGH FHJ HIJ
ABJ BCD BDE BEF BFJ FGI FIJ GHI
ABJ BCD BDE BEF BFJ FGJ GHI GIJ
ABJ BCD BDE BEF BFJ FGJ GHJ HIJ
ABJ BCD BDE BEG BGH BHI BIJ EFG
ABJ BCD BDE BEG BGH BHJ EFG HIJ
ABJ BCD BDE BEG BGI BIJ EFG GHI
ABJ BCD BDE BEG BGJ EFG GHI GIJ
ABJ BCD BDE BEG BGJ EFG GHJ HIJ
ABJ BCD BDE BEH BHI BIJ EFG EGH
ABJ BCD BDE BEH BHI BIJ EFH FGH
ABJ BCD BDE BEH BHJ EFG EGH HIJ
ABJ BCD BDE BEH BHJ EFH FGH HIJ
ABJ BCD BDE BEI BIJ EFG EGH EHI
ABJ BCD BDE BEI BIJ EFG EGI GHI
ABJ BCD BDE BEI BIJ EFH EHI FGH
ABJ BCD BDE BEI BIJ EFI FGH FHI
ABJ BCD BDE BEI BIJ EFI FGI GHI
ABJ BCD BDE BEJ EFG EGH EHI EIJ
ABJ BCD BDE BEJ EFG EGH EHJ HIJ
ABJ BCD BDE BEJ EFG EGI EIJ GHI
ABJ BCD BDE BEJ EFG EGJ GHI GIJ
ABJ BCD BDE BEJ EFG EGJ GHJ HIJ
ABJ BCD BDE BEJ EFH EHI EIJ FGH
ABJ BCD BDE BEJ EFH EHJ FGH HIJ
ABJ BCD BDE BEJ EFI EIJ FGH FHI
ABJ BCD BDE BEJ EFI EIJ FGI GHI
ABJ BCD BDE BEJ EFJ FGH FHI FIJ
ABJ BCD BDE BEJ EFJ FGH FHJ HIJ
ABJ BCD BDE BEJ EFJ FGI FIJ GHI
ABJ BCD BDE BEJ EFJ FGJ GHI GIJ
ABJ BCD BDE BEJ EFJ FGJ GHJ HIJ
ABJ BCD BDF BFG BGH BHI BIJ DEF
ABJ BCD BDF BFG BGH BHJ DEF HIJ
ABJ BCD BDF BFG BGI BIJ DEF GHI
ABJ BCD BDF BFG BGJ DEF GHI GIJ
ABJ BCD BDF BFG BGJ DEF GHJ HIJ
ABJ BCD BDF BFH BHI BIJ DEF FGH
ABJ BCD BDF BFH BHJ DEF FGH HIJ
ABJ BCD BDF BFI BIJ DEF FGH FHI
ABJ BCD BDF BFI BIJ DEF FGI GHI
ABJ BCD BDF BFJ DEF FGH FHI FIJ
ABJ BCD BDF BFJ DEF FGH FHJ HIJ
ABJ BCD BDF BFJ DEF FGI FIJ GHI
ABJ BCD BDF BFJ DEF FGJ GHI GIJ
ABJ BCD BDF BFJ DEF FGJ GHJ HIJ
ABJ BCD BDG BGH BHI BIJ DEF DFG
ABJ BCD BDG BGH BHI BIJ DEG EFG
ABJ BCD BDG BGH BHJ DEF DFG HIJ
ABJ BCD BDG BGH BHJ DEG EFG HIJ
ABJ BCD BDG BGI BIJ DEF DFG GHI
ABJ BCD BDG BGI BIJ DEG EFG GHI
ABJ BCD BDG BGJ DEF DFG GHI GIJ
ABJ BCD BDG BGJ DEF DFG GHJ HIJ
ABJ BCD BDG BGJ DEG EFG GHI GIJ
ABJ BCD BDG BGJ DEG EFG GHJ HIJ
ABJ BCD BDH BHI BIJ DEF DFG DGH
ABJ BCD BDH BHI BIJ DEF DFH FGH
ABJ BCD BDH BHI BIJ DEG DGH EFG
ABJ BCD BDH BHI BIJ DEH EFG EGH
ABJ BCD BDH BHI BIJ DEH EFH FGH
ABJ BCD BDH BHJ DEF DFG DGH HIJ
ABJ BCD BDH BHJ DEF DFH FGH HIJ
ABJ BCD BDH BHJ DEG DGH EFG HIJ
ABJ BCD BDH BHJ DEH EFG EGH HIJ
ABJ BCD BDH BHJ DEH EFH FGH HIJ
ABJ BCD BDI BIJ DEF DFG DGH DHI
ABJ BCD BDI BIJ DEF DFG DGI GHI
ABJ BCD BDI BIJ DEF DFH DHI FGH
ABJ BCD BDI BIJ DEF DFI FGH FHI
ABJ BCD BDI BIJ DEF DFI FGI GHI
ABJ BCD BDI BIJ DEG DGH DHI EFG
ABJ BCD BDI BIJ DEG DGI EFG GHI
ABJ BCD BDI BIJ DEH DHI EFG EGH
ABJ BCD BDI BIJ DEH DHI EFH FGH
ABJ BCD BDI BIJ DEI EFG EGH EHI
ABJ BCD BDI BIJ DEI EFG EGI GHI
ABJ BCD BDI BIJ DEI EFH EHI FGH
ABJ BCD BDI BIJ DEI EFI FGH FHI
ABJ BCD BDI BIJ DEI EFI FGI GHI
ABJ BCD BDJ DEF DFG DGH DHI DIJ
ABJ BCD BDJ DEF DFG DGH DHJ HIJ
ABJ BCD BDJ DEF DFG DGI DIJ GHI
ABJ BCD BDJ DEF DFG DGJ GHI GIJ
ABJ BCD BDJ DEF DFG DGJ GHJ HIJ
ABJ BCD BDJ DEF DFH DHI DIJ FGH
ABJ BCD BDJ DEF DFH DHJ FGH HIJ
ABJ BCD BDJ DEF DFI DIJ FGH FHI
ABJ BCD BDJ DEF DFI DIJ FGI GHI
ABJ BCD BDJ DEF DFJ FGH FHI FIJ
ABJ BCD BDJ DEF DFJ FGH FHJ HIJ
ABJ BCD BDJ DEF DFJ FGI FIJ GHI
ABJ BCD BDJ DEF DFJ FGJ GHI GIJ
ABJ BCD BDJ DEF DFJ FGJ GHJ HIJ
ABJ BCD BDJ DEG DGH DHI DIJ EFG
ABJ BCD BDJ DEG DGH DHJ EFG HIJ
ABJ BCD BDJ DEG DGI DIJ EFG GHI
ABJ BCD BDJ DEG DGJ EFG GHI GIJ
ABJ BCD BDJ DEG DGJ EFG GHJ HIJ
ABJ BCD BDJ DEH DHI DIJ EFG EGH
ABJ BCD BDJ DEH DHI DIJ EFH FGH
ABJ BCD BDJ DEH DHJ EFG EGH HIJ
ABJ BCD BDJ DEH DHJ EFH FGH HIJ
ABJ BCD BDJ DEI DIJ EFG EGH EHI
ABJ BCD BDJ DEI DIJ EFG EGI GHI
ABJ BCD BDJ DEI DIJ EFH EHI FGH
ABJ BCD BDJ DEI DIJ EFI FGH FHI
ABJ BCD BDJ DEI DIJ EFI FGI GHI
ABJ BCD BDJ DEJ EFG EGH EHI EIJ
ABJ BCD BDJ DEJ EFG EGH EHJ HIJ
ABJ BCD BDJ DEJ EFG EGI EIJ GHI
ABJ BCD BDJ DEJ EFG EGJ GHI GIJ
ABJ BCD BDJ DEJ EFG EGJ GHJ HIJ
ABJ BCD BDJ DEJ EFH EHI EIJ FGH
ABJ BCD BDJ DEJ EFH EHJ FGH HIJ
ABJ BCD BDJ DEJ EFI EIJ FGH FHI
ABJ BCD BDJ DEJ EFI EIJ FGI GHI
ABJ BCD BDJ DEJ EFJ FGH FHI FIJ
ABJ BCD BDJ DEJ EFJ FGH FHJ HIJ
ABJ BCD BDJ DEJ EFJ FGI FIJ GHI
ABJ BCD BDJ DEJ EFJ FGJ GHI GIJ
ABJ BCD BDJ DEJ EFJ FGJ GHJ HIJ
ABJ BCE BEF BFG BGH BHI BIJ CDE
ABJ BCE BEF BFG BGH BHJ CDE HIJ
ABJ BCE BEF BFG BGI BIJ CDE GHI
ABJ BCE BEF BFG BGJ CDE GHI GIJ
ABJ BCE BEF BFG BGJ CDE GHJ HIJ
ABJ BCE BEF BFH BHI BIJ CDE FGH
ABJ BCE BEF BFH BHJ CDE FGH HIJ
ABJ BCE BEF BFI BIJ CDE FGH FHI
ABJ BCE BEF BFI BIJ CDE FGI GHI
ABJ BCE BEF BFJ CDE FGH FHI FIJ
ABJ BCE BEF BFJ CDE FGH FHJ HIJ
ABJ BCE BEF BFJ CDE FGI FIJ GHI
ABJ BCE BEF BFJ CDE FGJ GHI GIJ
ABJ BCE BEF BFJ CDE FGJ GHJ HIJ
ABJ BCE BEG BGH BHI BIJ CDE EFG
ABJ BCE BEG BGH BHJ CDE EFG HIJ
ABJ BCE BEG BGI BIJ CDE EFG GHI
ABJ BCE BEG BGJ CDE EFG GHI GIJ
ABJ BCE BEG BGJ CDE EFG GHJ HIJ
ABJ BCE BEH BHI BIJ CDE EFG EGH
ABJ BCE BEH BHI BIJ CDE EFH FGH
ABJ BCE BEH BHJ CDE EFG EGH HIJ
ABJ BCE BEH BHJ CDE EFH FGH HIJ
ABJ BCE BEI BIJ CDE EFG EGH EHI
ABJ BCE BEI BIJ CDE EFG EGI GHI
ABJ BCE BEI BIJ CDE EFH EHI FGH
ABJ BCE BEI BIJ CDE EFI FGH FHI
ABJ BCE BEI BIJ CDE EFI FGI GHI
ABJ BCE BEJ CDE EFG EGH EHI EIJ
ABJ BCE BEJ CDE EFG EGH EHJ HIJ
ABJ BCE BEJ CDE EFG EGI EIJ GHI
ABJ BCE BEJ CDE EFG EGJ GHI GIJ
ABJ BCE BEJ CDE EFG EGJ GHJ HIJ
ABJ BCE BEJ CDE EFH EHI EIJ FGH
ABJ BCE BEJ CDE EFH EHJ FGH HIJ
ABJ BCE BEJ CDE EFI EIJ FGH FHI
ABJ BCE BEJ CDE EFI EIJ FGI GHI
ABJ BCE BEJ CDE EFJ FGH FHI FIJ
ABJ BCE BEJ CDE EFJ FGH FHJ HIJ
ABJ BCE BEJ CDE EFJ FGI FIJ GHI
ABJ BCE BEJ CDE EFJ FGJ GHI GIJ
ABJ BCE BEJ CDE EFJ FGJ GHJ HIJ
ABJ BCF BFG BGH BHI BIJ CDE CEF
ABJ BCF BFG BGH BHI BIJ CDF DEF
ABJ BCF BFG BGH BHJ CDE CEF HIJ
ABJ BCF BFG BGH BHJ CDF DEF HIJ
ABJ BCF BFG BGI BIJ CDE CEF GHI
ABJ BCF BFG BGI BIJ CDF DEF GHI
ABJ BCF BFG BGJ CDE CEF GHI GIJ
ABJ BCF BFG BGJ CDE CEF GHJ HIJ
ABJ BCF BFG BGJ CDF DEF GHI GIJ
ABJ BCF BFG BGJ CDF DEF GHJ HIJ
ABJ BCF BFH BHI BIJ CDE CEF FGH
ABJ BCF BFH BHI BIJ CDF DEF FGH
ABJ BCF BFH BHJ CDE CEF FGH HIJ
ABJ BCF BFH BHJ CDF DEF FGH HIJ
ABJ BCF BFI BIJ CDE CEF FGH FHI
ABJ BCF BFI BIJ CDE CEF FGI GHI
ABJ BCF BFI BIJ CDF DEF FGH FHI
ABJ BCF BFI BIJ CDF DEF FGI GHI
ABJ BCF BFJ CDE CEF FGH FHI FIJ
ABJ BCF BFJ CDE CEF FGH FHJ HIJ
ABJ BCF BFJ CDE CEF FGI FIJ GHI
ABJ BCF BFJ CDE CEF FGJ GHI GIJ
ABJ BCF BFJ CDE CEF FGJ GHJ HIJ
ABJ BCF BFJ CDF DEF FGH FHI FIJ
ABJ BCF BFJ CDF DEF FGH FHJ HIJ
ABJ BCF BFJ CDF DEF FGI FIJ GHI
ABJ BCF BFJ CDF DEF FGJ GHI GIJ
ABJ BCF BFJ CDF DEF FGJ GHJ HIJ
ABJ BCG BGH BHI BIJ CDE CEF CFG
ABJ BCG BGH BHI BIJ CDE CEG EFG
ABJ BCG BGH BHI BIJ CDF CFG DEF
ABJ BCG BGH BHI BIJ CDG DEF DFG
ABJ BCG BGH BHI BIJ CDG DEG EFG
ABJ BCG BGH BHJ CDE CEF CFG HIJ
ABJ BCG BGH BHJ CDE CEG EFG HIJ
ABJ BCG BGH BHJ CDF CFG DEF HIJ
ABJ BCG BGH BHJ CDG DEF DFG HIJ
ABJ BCG BGH BHJ CDG DEG EFG HIJ
ABJ BCG BGI BIJ CDE CEF CFG GHI
ABJ BCG BGI BIJ CDE CEG EFG GHI
ABJ BCG BGI BIJ CDF CFG DEF GHI
ABJ BCG BGI BIJ CDG DEF DFG GHI
ABJ BCG BGI BIJ CDG DEG EFG GHI
ABJ BCG BGJ CDE CEF CFG GHI GIJ
ABJ BCG BGJ CDE CEF CFG GHJ HIJ
ABJ BCG BGJ CDE CEG EFG GHI GIJ
ABJ BCG BGJ CDE CEG EFG GHJ HIJ
ABJ BCG BGJ CDF CFG DEF GHI GIJ
ABJ BCG BGJ CDF CFG DEF GHJ HIJ
ABJ BCG BGJ CDG DEF DFG GHI GIJ
ABJ BCG BGJ CDG DEF DFG GHJ HIJ
ABJ BCG BGJ CDG DEG EFG GHI GIJ
ABJ BCG BGJ CDG DEG EFG GHJ HIJ
ABJ BCH BHI BIJ CDE CEF CFG CGH
ABJ BCH BHI BIJ CDE CEF CFH FGH
ABJ BCH BHI BIJ CDE CEG CGH EFG
ABJ BCH BHI BIJ CDE CEH EFG EGH
ABJ BCH BHI BIJ CDE CEH EFH FGH
ABJ BCH BHI BIJ CDF CFG CGH DEF
ABJ BCH BHI BIJ CDF CFH DEF FGH
ABJ BCH BHI BIJ CDG CGH DEF DFG
ABJ BCH BHI BIJ CDG CGH DEG EFG
ABJ BCH BHI BIJ CDH DEF DFG DGH
ABJ BCH BHI BIJ CDH DEF DFH FGH
ABJ BCH BHI BIJ CDH DEG DGH EFG
ABJ BCH BHI BIJ CDH DEH EFG EGH
ABJ BCH BHI BIJ CDH DEH EFH FGH
ABJ BCH BHJ CDE CEF CFG CGH HIJ
ABJ BCH BHJ CDE CEF CFH FGH HIJ
ABJ BCH BHJ CDE CEG CGH EFG HIJ
ABJ BCH BHJ CDE CEH EFG EGH HIJ
ABJ BCH BHJ CDE CEH EFH FGH HIJ
ABJ BCH BHJ CDF CFG CGH DEF HIJ
ABJ BCH BHJ CDF CFH DEF FGH HIJ
ABJ BCH BHJ CDG CGH DEF DFG HIJ
ABJ BCH BHJ CDG CGH DEG EFG HIJ
ABJ BCH BHJ CDH DEF DFG DGH HIJ
ABJ BCH BHJ CDH DEF DFH FGH HIJ
ABJ BCH BHJ CDH DEG DGH EFG HIJ
ABJ BCH BHJ CDH DEH EFG EGH HIJ
ABJ BCH BHJ CDH DEH EFH FGH HIJ
ABJ BCI BIJ CDE CEF CFG CGH CHI
ABJ BCI BIJ CDE CEF CFG CGI GHI
ABJ BCI BIJ CDE CEF CFH CHI FGH
ABJ BCI BIJ CDE CEF CFI FGH FHI
ABJ BCI BIJ CDE CEF CFI FGI GHI
ABJ BCI BIJ CDE CEG CGH CHI EFG
ABJ BCI BIJ CDE CEG CGI EFG GHI
ABJ BCI BIJ CDE CEH CHI EFG EGH
ABJ BCI BIJ CDE CEH CHI EFH FGH
ABJ BCI BIJ CDE CEI EFG EGH EHI
ABJ BCI BIJ CDE CEI EFG EGI GHI
ABJ BCI BIJ CDE CEI EFH EHI FGH
ABJ BCI BIJ CDE CEI EFI FGH FHI
ABJ BCI BIJ CDE CEI EFI FGI GHI
ABJ BCI BIJ CDF CFG CGH CHI DEF
ABJ BCI BIJ CDF CFG CGI DEF GHI
ABJ BCI BIJ CDF CFH CHI DEF FGH
ABJ BCI BIJ CDF CFI DEF FGH FHI
ABJ BCI BIJ CDF CFI DEF FGI GHI
ABJ BCI BIJ CDG CGH CHI DEF DFG
ABJ BCI BIJ CDG CGH CHI DEG EFG
ABJ BCI BIJ CDG CGI DEF DFG GHI
ABJ BCI BIJ CDG CGI DEG EFG GHI
ABJ BCI BIJ CDH CHI DEF DFG DGH
ABJ BCI BIJ CDH CHI DEF DFH FGH
ABJ BCI BIJ CDH CHI DEG DGH EFG
ABJ BCI BIJ CDH CHI DEH EFG EGH
ABJ BCI BIJ CDH CHI DEH EFH FGH
ABJ BCI BIJ CDI DEF DFG DGH DHI
ABJ BCI BIJ CDI DEF DFG DGI GHI
ABJ BCI BIJ CDI DEF DFH DHI FGH
ABJ BCI BIJ CDI DEF DFI FGH FHI
ABJ BCI BIJ CDI DEF DFI FGI GHI
ABJ BCI BIJ CDI DEG DGH DHI EFG
ABJ BCI BIJ CDI DEG DGI EFG GHI
ABJ BCI BIJ CDI DEH DHI EFG EGH
ABJ BCI BIJ CDI DEH DHI EFH FGH
ABJ BCI BIJ CDI DEI EFG EGH EHI
ABJ BCI BIJ CDI DEI EFG EGI GHI
ABJ BCI BIJ CDI DEI EFH EHI FGH
ABJ BCI BIJ CDI DEI EFI FGH FHI
ABJ BCI BIJ CDI DEI EFI FGI GHI
ABJ BCJ CDE CEF CFG CGH CHI CIJ
ABJ BCJ CDE CEF CFG CGH CHJ HIJ
ABJ BCJ CDE CEF CFG CGI CIJ GHI
ABJ BCJ CDE CEF CFG CGJ GHI GIJ
ABJ BCJ CDE CEF CFG CGJ GHJ HIJ
ABJ BCJ CDE CEF CFH CHI CIJ FGH
ABJ BCJ CDE CEF CFH CHJ FGH HIJ
ABJ BCJ CDE CEF CFI CIJ FGH FHI
ABJ BCJ CDE CEF CFI CIJ FGI GHI
ABJ BCJ CDE CEF CFJ FGH FHI FIJ
ABJ BCJ CDE CEF CFJ FGH FHJ HIJ
ABJ BCJ CDE CEF CFJ FGI FIJ GHI
ABJ BCJ CDE CEF CFJ FGJ GHI GIJ
ABJ BCJ CDE CEF CFJ FGJ GHJ HIJ
ABJ BCJ CDE CEG CGH CHI CIJ EFG
ABJ BCJ CDE CEG CGH CHJ EFG HIJ
ABJ BCJ CDE CEG CGI CIJ EFG GHI
ABJ BCJ CDE CEG CGJ EFG GHI GIJ
ABJ BCJ CDE CEG CGJ EFG GHJ HIJ
ABJ BCJ CDE CEH CHI CIJ EFG EGH
ABJ BCJ CDE CEH CHI CIJ EFH FGH
ABJ BCJ CDE CEH CHJ EFG EGH HIJ
ABJ BCJ CDE CEH CHJ EFH FGH HIJ
ABJ BCJ CDE CEI CIJ EFG EGH EHI
ABJ BCJ CDE CEI CIJ EFG EGI GHI
ABJ BCJ CDE CEI CIJ EFH EHI FGH
ABJ BCJ CDE CEI CIJ EFI FGH FHI
ABJ BCJ CDE CEI CIJ EFI FGI GHI
ABJ BCJ CDE CEJ EFG EGH EHI EIJ
ABJ BCJ CDE CEJ EFG EGH EHJ HIJ
ABJ BCJ CDE CEJ EFG EGI EIJ GHI
ABJ BCJ CDE CEJ EFG EGJ GHI GIJ
ABJ BCJ CDE CEJ EFG EGJ GHJ HIJ
ABJ BCJ CDE CEJ EFH EHI EIJ FGH
ABJ BCJ CDE CEJ EFH EHJ FGH HIJ
ABJ BCJ CDE CEJ EFI EIJ FGH FHI
ABJ BCJ CDE CEJ EFI EIJ FGI GHI
ABJ BCJ CDE CEJ EFJ FGH FHI FIJ
ABJ BCJ CDE CEJ EFJ FGH FHJ HIJ
ABJ BCJ CDE CEJ EFJ FGI FIJ GHI
ABJ BCJ CDE CEJ EFJ FGJ GHI GIJ
ABJ BCJ CDE CEJ EFJ FGJ GHJ HIJ
ABJ BCJ CDF CFG CGH CHI CIJ DEF
ABJ BCJ CDF CFG CGH CHJ DEF HIJ
ABJ BCJ CDF CFG CGI CIJ DEF GHI
ABJ BCJ CDF CFG CGJ DEF GHI GIJ
ABJ BCJ CDF CFG CGJ DEF GHJ HIJ
ABJ BCJ CDF CFH CHI CIJ DEF FGH
ABJ BCJ CDF CFH CHJ DEF FGH HIJ
ABJ BCJ CDF CFI CIJ DEF FGH FHI
ABJ BCJ CDF CFI CIJ DEF FGI GHI
ABJ BCJ CDF CFJ DEF FGH FHI FIJ
ABJ BCJ CDF CFJ DEF FGH FHJ HIJ
ABJ BCJ CDF CFJ DEF FGI FIJ GHI
ABJ BCJ CDF CFJ DEF FGJ GHI GIJ
ABJ BCJ CDF CFJ DEF FGJ GHJ HIJ
ABJ BCJ CDG CGH CHI CIJ DEF DFG
ABJ BCJ CDG CGH CHI CIJ DEG EFG
ABJ BCJ CDG CGH CHJ DEF DFG HIJ
ABJ BCJ CDG CGH CHJ DEG EFG HIJ
ABJ BCJ CDG CGI CIJ DEF DFG GHI
ABJ BCJ CDG CGI CIJ DEG EFG GHI
ABJ BCJ CDG CGJ DEF DFG GHI GIJ
ABJ BCJ CDG CGJ DEF DFG GHJ HIJ
ABJ BCJ CDG CGJ DEG EFG GHI GIJ
ABJ BCJ CDG CGJ DEG EFG GHJ HIJ
ABJ BCJ CDH CHI CIJ DEF DFG DGH
ABJ BCJ CDH CHI CIJ DEF DFH FGH
ABJ BCJ CDH CHI CIJ DEG DGH EFG
ABJ BCJ CDH CHI CIJ DEH EFG EGH
ABJ BCJ CDH CHI CIJ DEH EFH FGH
ABJ BCJ CDH CHJ DEF DFG DGH HIJ
ABJ BCJ CDH CHJ DEF DFH FGH HIJ
ABJ BCJ CDH CHJ DEG DGH EFG HIJ
ABJ BCJ CDH CHJ DEH EFG EGH HIJ
ABJ BCJ CDH CHJ DEH EFH FGH HIJ
ABJ BCJ CDI CIJ DEF DFG DGH DHI
ABJ BCJ CDI CIJ DEF DFG DGI GHI
ABJ BCJ CDI CIJ DEF DFH DHI FGH
ABJ BCJ CDI CIJ DEF DFI FGH FHI
ABJ BCJ CDI CIJ DEF DFI FGI GHI
ABJ BCJ CDI CIJ DEG DGH DHI EFG
ABJ BCJ CDI CIJ DEG DGI EFG GHI
ABJ BCJ CDI CIJ DEH DHI EFG EGH
ABJ BCJ CDI CIJ DEH DHI EFH FGH
ABJ BCJ CDI CIJ DEI EFG EGH EHI
ABJ BCJ CDI CIJ DEI EFG EGI GHI
ABJ BCJ CDI CIJ DEI EFH EHI FGH
ABJ BCJ CDI CIJ DEI EFI FGH FHI
ABJ BCJ CDI CIJ DEI EFI FGI GHI
ABJ BCJ CDJ DEF DFG DGH DHI DIJ
ABJ BCJ CDJ DEF DFG DGH DHJ HIJ
ABJ BCJ CDJ DEF DFG DGI DIJ GHI
ABJ BCJ CDJ DEF DFG DGJ GHI GIJ
ABJ BCJ CDJ DEF DFG DGJ GHJ HIJ
ABJ BCJ CDJ DEF DFH DHI DIJ FGH
ABJ BCJ CDJ DEF DFH DHJ FGH HIJ
ABJ BCJ CDJ DEF DFI DIJ FGH FHI
ABJ BCJ CDJ DEF DFI DIJ FGI GHI
ABJ BCJ CDJ DEF DFJ FGH FHI FIJ
ABJ BCJ CDJ DEF DFJ FGH FHJ HIJ
ABJ BCJ CDJ DEF DFJ FGI FIJ GHI
ABJ BCJ CDJ DEF DFJ FGJ GHI GIJ
ABJ BCJ CDJ DEF DFJ FGJ GHJ HIJ
ABJ BCJ CDJ DEG DGH DHI DIJ EFG
ABJ BCJ CDJ DEG DGH DHJ EFG HIJ
ABJ BCJ CDJ DEG DGI DIJ EFG GHI
ABJ BCJ CDJ DEG DGJ EFG GHI GIJ
ABJ BCJ CDJ DEG DGJ EFG GHJ HIJ
ABJ BCJ CDJ DEH DHI DIJ EFG EGH
ABJ BCJ CDJ DEH DHI DIJ EFH FGH
ABJ BCJ CDJ DEH DHJ EFG EGH HIJ
ABJ BCJ CDJ DEH DHJ EFH FGH HIJ
ABJ BCJ CDJ DEI DIJ EFG EGH EHI
ABJ BCJ CDJ DEI DIJ EFG EGI GHI
ABJ BCJ CDJ DEI DIJ EFH EHI FGH
ABJ BCJ CDJ DEI DIJ EFI FGH FHI
ABJ BCJ CDJ DEI DIJ EFI FGI GHI
ABJ BCJ CDJ DEJ EFG EGH EHI EIJ
ABJ BCJ CDJ DEJ EFG EGH EHJ HIJ
ABJ BCJ CDJ DEJ EFG EGI EIJ GHI
ABJ BCJ CDJ DEJ EFG EGJ GHI GIJ
ABJ BCJ CDJ DEJ EFG EGJ GHJ HIJ
ABJ BCJ CDJ DEJ EFH EHI EIJ FGH
ABJ BCJ CDJ DEJ EFH EHJ FGH HIJ
ABJ BCJ CDJ DEJ EFI EIJ FGH FHI
ABJ BCJ CDJ DEJ EFI EIJ FGI GHI
ABJ BCJ CDJ DEJ EFJ FGH FHI FIJ
ABJ BCJ CDJ DEJ EFJ FGH FHJ HIJ
ABJ BCJ CDJ DEJ EFJ FGI FIJ GHI
ABJ BCJ CDJ DEJ EFJ FGJ GHI GIJ
ABJ BCJ CDJ DEJ EFJ FGJ GHJ HIJ
